iteration,compute_time
139.0,31662985.0
140.0,31559723.0
141.0,31672073.0
142.0,31857870.0
143.0,32623869.0
144.0,32271201.0
145.0,32195559.0
146.0,32016195.0
147.0,32154564.0
148.0,31774394.0
149.0,31470196.0
150.0,32371488.0
151.0,31954300.0
152.0,32113296.0
153.0,32036373.0
154.0,31657246.0
155.0,31914175.0
156.0,31976571.0
157.0,32138594.0
158.0,32397788.0
159.0,32076608.0
160.0,32051541.0
161.0,32035682.0
162.0,31391870.0
163.0,32006747.0
164.0,32225066.0
165.0,32007118.0
166.0,32074514.0
167.0,32256634.0
168.0,32073222.0
169.0,32135569.0
170.0,31738698.0
171.0,31398592.0
172.0,32164382.0
173.0,32244541.0
174.0,32315804.0
175.0,32089252.0
176.0,31685018.0
177.0,31423700.0
178.0,31997150.0
179.0,32317097.0
180.0,32330712.0
181.0,31969879.0
182.0,32131961.0
183.0,31688455.0
184.0,31367034.0
185.0,31770878.0
186.0,31374278.0
187.0,32187024.0
188.0,32285419.0
189.0,32110122.0
190.0,32046843.0
191.0,32031835.0
192.0,32427423.0
193.0,32209878.0
194.0,32395674.0
195.0,32189329.0
196.0,31997591.0
197.0,32086116.0
198.0,32130879.0
199.0,32125289.0
200.0,31585612.0
201.0,31891683.0
202.0,31811544.0
203.0,31371823.0
204.0,32005295.0
205.0,31997250.0
206.0,32025584.0
207.0,31577186.0
208.0,32016897.0
209.0,32200300.0
210.0,32009533.0
211.0,32012740.0
212.0,32134927.0
213.0,32141279.0
214.0,31505483.0
215.0,31847692.0
216.0,31771018.0
217.0,32435879.0
218.0,32498145.0
219.0,32073613.0
220.0,32062883.0
221.0,32148574.0
222.0,32102577.0
223.0,31696559.0
224.0,32277564.0
225.0,32238250.0
226.0,32280480.0
227.0,32034761.0
228.0,32206502.0
229.0,32026466.0
230.0,31616340.0
231.0,31856478.0
232.0,31491576.0
233.0,31859894.0
234.0,32022288.0
235.0,32007791.0
236.0,32061170.0
237.0,31969169.0
238.0,31242892.0
239.0,32325272.0
240.0,32256124.0
241.0,31962286.0
242.0,32157971.0
243.0,32078853.0
244.0,32153913.0
245.0,32142893.0
246.0,32235256.0
247.0,32184661.0
248.0,32209547.0
249.0,32858178.0
250.0,31903426.0
251.0,31984718.0
252.0,31958028.0
253.0,31955102.0
254.0,31538325.0
255.0,32228273.0
256.0,32074575.0
257.0,31871405.0
258.0,31971814.0
259.0,32089263.0
260.0,32144396.0
261.0,32142553.0
262.0,31753416.0
263.0,31775036.0
264.0,31938842.0
265.0,32354969.0
266.0,32199990.0
267.0,32505450.0
268.0,31344262.0
269.0,31679168.0
270.0,32120661.0
271.0,32115771.0
272.0,31918804.0
273.0,31988665.0
274.0,32230366.0
275.0,31944333.0
276.0,32278557.0
277.0,32207654.0
278.0,32287123.0
279.0,32184581.0
280.0,32140158.0
281.0,32177018.0
282.0,32255603.0
283.0,32137293.0
284.0,32196313.0
285.0,32217072.0
286.0,31554305.0
287.0,31911331.0
288.0,32053807.0
289.0,32878315.0
290.0,31711338.0
291.0,31854404.0
292.0,31687303.0
293.0,31283168.0
294.0,31941047.0
295.0,31933072.0
296.0,31685450.0
297.0,31764578.0
298.0,31633042.0
299.0,31308446.0
300.0,31967907.0
301.0,32533532.0
302.0,32444746.0
303.0,31963749.0
304.0,32089875.0
305.0,31658750.0
306.0,31582147.0
307.0,31756613.0
308.0,31416147.0
309.0,31501898.0
310.0,32250193.0
311.0,31521213.0
312.0,31647189.0
313.0,32198417.0
314.0,31949282.0
315.0,32374517.0
316.0,32408650.0
317.0,32145409.0
318.0,32193057.0
319.0,32095685.0
320.0,32191976.0
321.0,31553664.0
322.0,31911942.0
323.0,31947539.0
324.0,32138816.0
325.0,31993185.0
326.0,31797209.0
327.0,31539407.0
328.0,31326350.0
329.0,31951837.0
330.0,31698184.0
331.0,31662007.0
332.0,31627131.0
333.0,31673467.0
334.0,31623214.0
335.0,31746384.0
336.0,31381212.0
337.0,31779586.0
338.0,31527145.0
339.0,31628364.0
340.0,32130120.0
341.0,32047105.0
342.0,31644584.0
343.0,31853023.0
344.0,31686442.0
345.0,31560677.0
346.0,31492741.0
347.0,31669100.0
348.0,31779165.0
349.0,31610821.0
350.0,31621972.0
351.0,31696531.0
352.0,31712571.0
353.0,31924596.0
354.0,32284999.0
355.0,31642040.0
356.0,31513048.0
357.0,31647950.0
358.0,31615310.0
359.0,31700939.0
360.0,31763516.0
361.0,31675903.0
362.0,31924096.0
363.0,31602776.0
364.0,31913376.0
365.0,32106887.0
366.0,32331516.0
367.0,32361603.0
368.0,31930729.0
369.0,32020244.0
370.0,32161028.0
371.0,32016378.0
372.0,31813470.0
373.0,32660491.0
374.0,32062674.0
375.0,32195362.0
376.0,31715226.0
377.0,32344931.0
378.0,32172760.0
379.0,31994237.0
380.0,32083524.0
381.0,31628084.0
382.0,31675663.0
383.0,32823164.0
384.0,32602372.0
385.0,32305909.0
386.0,32146091.0
387.0,32099925.0
388.0,32085758.0
389.0,32037298.0
390.0,32128838.0
391.0,31841112.0
392.0,32212425.0
393.0,31443128.0
394.0,31980081.0
395.0,32409563.0
396.0,32385978.0
397.0,32037188.0
398.0,31389077.0
399.0,31615139.0
400.0,31932502.0
401.0,31519511.0
402.0,32067735.0
403.0,31672156.0
404.0,31758016.0
405.0,31990770.0
406.0,32178482.0
407.0,31656066.0
408.0,31863303.0
409.0,31949103.0
410.0,32033992.0
411.0,31824510.0
412.0,31412241.0
413.0,32223676.0
414.0,32322159.0
415.0,32363767.0
416.0,31801889.0
417.0,31961196.0
418.0,32143475.0
419.0,31701150.0
420.0,31899831.0
421.0,31895713.0
422.0,31999016.0
423.0,32289789.0
424.0,32090417.0
425.0,31381574.0
426.0,31352670.0
427.0,32308675.0
428.0,32601120.0
429.0,32178582.0
430.0,32124240.0
431.0,31802489.0
432.0,31988187.0
433.0,32080258.0
434.0,32188520.0
435.0,32123920.0
436.0,32278559.0
437.0,32186397.0
438.0,31578722.0
439.0,31788774.0
440.0,32053809.0
441.0,31988967.0
442.0,31706120.0
443.0,32498078.0
444.0,31912636.0
445.0,32107930.0
446.0,31810004.0
447.0,31908157.0
448.0,32387331.0
449.0,31893419.0
450.0,32155349.0
451.0,32083845.0
452.0,32228916.0
453.0,31555369.0
454.0,32126174.0
455.0,32094385.0
456.0,32111016.0
457.0,31879905.0
458.0,31392514.0
459.0,31955295.0
460.0,32270894.0
461.0,32016490.0
462.0,32144959.0
463.0,31933956.0
464.0,32134950.0
465.0,32087312.0
466.0,32286484.0
467.0,32197638.0
468.0,32079448.0
469.0,31548466.0
470.0,31988076.0
471.0,32114002.0
472.0,32099024.0
473.0,31653412.0
474.0,32583589.0
475.0,32496486.0
476.0,32043951.0
477.0,32926889.0
478.0,32551459.0
479.0,32224058.0
480.0,32080809.0
481.0,31534811.0
482.0,31548616.0
483.0,31228318.0
484.0,31660546.0
485.0,32282497.0
486.0,32291984.0
487.0,31127811.0
488.0,32464275.0
489.0,31494024.0
490.0,32170468.0
491.0,32485315.0
492.0,32656404.0
493.0,32414182.0
494.0,32249535.0
495.0,32068698.0
496.0,32097822.0
497.0,31594813.0
498.0,31855148.0
499.0,31864417.0
500.0,32168434.0
501.0,32188932.0
502.0,32639834.0
503.0,31792463.0
504.0,32010479.0
505.0,31992876.0
506.0,32500894.0
507.0,32242993.0
508.0,31919118.0
509.0,32446643.0
510.0,32453626.0
511.0,32238174.0
512.0,32212756.0
513.0,31612506.0
514.0,32520000.0
515.0,31655135.0
516.0,31537356.0
517.0,31788845.0
518.0,31747458.0
519.0,31844980.0
520.0,31665925.0
521.0,32409674.0
522.0,32307042.0
523.0,31805607.0
524.0,31854307.0
525.0,32257510.0
526.0,32449839.0
527.0,32805683.0
528.0,32042159.0
529.0,32100368.0
530.0,32329244.0
531.0,31778596.0
532.0,32165048.0
533.0,32141845.0
534.0,32111788.0
535.0,31732310.0
536.0,32010940.0
537.0,31358773.0
538.0,31592549.0
539.0,32773253.0
540.0,32388846.0
541.0,31980082.0
542.0,31896436.0
543.0,32121878.0
544.0,32392362.0
545.0,32008665.0
546.0,32035235.0
547.0,32097482.0
548.0,32222074.0
549.0,31355847.0
550.0,32247592.0
551.0,32070932.0
552.0,32036979.0
553.0,31801059.0
554.0,31596868.0
555.0,32221504.0
556.0,32272508.0
557.0,32022812.0
558.0,31856212.0
559.0,31643014.0
560.0,31764249.0
561.0,32594139.0
562.0,32664280.0
563.0,32312905.0
564.0,32088455.0
565.0,32198310.0
566.0,32084708.0
567.0,32095809.0
568.0,32089617.0
569.0,32288498.0
570.0,31823601.0
571.0,31548677.0
572.0,31960046.0
573.0,32564484.0
574.0,32027512.0
575.0,31311826.0
576.0,31604030.0
577.0,32313124.0
578.0,32168023.0
579.0,31980583.0
580.0,31633707.0
581.0,32087273.0
582.0,31869346.0
583.0,31358362.0
584.0,32351737.0
585.0,32303516.0
586.0,32167152.0
587.0,32059882.0
588.0,32146704.0
589.0,31596597.0
590.0,31754212.0
591.0,31839912.0
592.0,32774827.0
593.0,32058310.0
594.0,32705618.0
595.0,31996694.0
596.0,31564087.0
597.0,31639668.0
598.0,31637313.0
599.0,31850873.0
600.0,32073127.0
601.0,31262082.0
602.0,31859298.0
603.0,31762307.0
604.0,31942904.0
605.0,31525655.0
606.0,32014588.0
607.0,32597596.0
608.0,33157120.0
609.0,31721090.0
610.0,31671117.0
611.0,31659555.0
612.0,31700712.0
613.0,32682825.0
614.0,31827318.0
615.0,31981566.0
616.0,32000632.0
617.0,32117249.0
618.0,32397803.0
619.0,32169898.0
620.0,32002725.0
621.0,32121918.0
622.0,31431168.0
623.0,31803283.0
624.0,32169888.0
625.0,32051567.0
626.0,32152515.0
627.0,31821197.0
628.0,31381727.0
629.0,31752168.0
630.0,31535143.0
631.0,31917868.0
632.0,32383176.0
633.0,32148458.0
634.0,31803564.0
635.0,32100909.0
636.0,31790860.0
637.0,31703107.0
638.0,32410687.0
639.0,31977369.0
640.0,32384188.0
641.0,32132799.0
642.0,31189498.0
643.0,31931542.0
644.0,32073849.0
645.0,32172703.0
646.0,31820024.0
647.0,31981837.0
648.0,31651781.0
649.0,31933547.0
650.0,31412705.0
651.0,31950598.0
652.0,32239338.0
653.0,31938937.0
654.0,32040197.0
655.0,32080582.0
656.0,32130385.0
657.0,31490250.0
658.0,31986386.0
659.0,31759111.0
660.0,31591378.0
661.0,32172774.0
662.0,32123913.0
663.0,31871792.0
664.0,31672891.0
665.0,32190777.0
666.0,32430194.0
667.0,32259455.0
668.0,31882271.0
669.0,32203982.0
670.0,32178264.0
671.0,32127079.0
672.0,31566852.0
673.0,31767537.0
674.0,32129593.0
675.0,32050826.0
676.0,32209322.0
677.0,32259245.0
678.0,32173325.0
679.0,32298348.0
680.0,31704881.0
681.0,32253455.0
682.0,32194224.0
683.0,32303007.0
684.0,31986587.0
685.0,31686717.0
686.0,31547407.0
687.0,31649147.0
688.0,31572493.0
689.0,31664936.0
690.0,31850012.0
691.0,31738984.0
692.0,31695694.0
693.0,31716232.0
694.0,31628708.0
695.0,32029576.0
696.0,32818800.0
697.0,32363810.0
698.0,32113673.0
699.0,31680455.0
700.0,31760504.0
701.0,31677830.0
702.0,31757199.0
703.0,31715290.0
704.0,31060588.0
705.0,32088116.0
706.0,32254476.0
707.0,32017113.0
708.0,32236283.0
709.0,32239037.0
710.0,32242184.0
711.0,32484706.0
712.0,32499735.0
713.0,32020861.0
714.0,31848780.0
715.0,32509483.0
716.0,31636934.0
717.0,31897651.0
718.0,32204714.0
719.0,32177694.0
720.0,32099247.0
721.0,32119125.0
722.0,32188193.0
723.0,32165681.0
724.0,32635708.0
725.0,31633928.0
726.0,31343807.0
727.0,31839692.0
728.0,31795379.0
729.0,31355670.0
730.0,31608010.0
731.0,31461927.0
732.0,32588661.0
733.0,31998088.0
734.0,32167695.0
735.0,31211400.0
736.0,31940251.0
737.0,32889071.0
738.0,31491253.0
739.0,31683381.0
740.0,31567805.0
741.0,31764332.0
742.0,32161604.0
743.0,32256861.0
744.0,31715551.0
745.0,31689082.0
746.0,32098456.0
747.0,31925733.0
748.0,31562376.0
749.0,31539854.0
750.0,32359784.0
751.0,31766907.0
752.0,31654778.0
753.0,31938818.0
754.0,32365394.0
755.0,32109728.0
756.0,32109716.0
757.0,31875319.0
758.0,32081765.0
759.0,32173116.0
760.0,31487756.0
761.0,31947054.0
762.0,31958134.0
763.0,31946612.0
764.0,31774652.0
765.0,31849311.0
766.0,31910385.0
767.0,31383541.0
768.0,32022314.0
769.0,32046639.0
770.0,32127681.0
771.0,31952373.0
772.0,31462950.0
773.0,31672552.0
774.0,31952644.0
775.0,32245641.0
776.0,32117121.0
777.0,31764423.0
778.0,31568707.0
779.0,31654058.0
780.0,31629090.0
781.0,31775063.0
782.0,32383728.0
783.0,31337535.0
784.0,31809116.0
785.0,31974435.0
786.0,32099249.0
787.0,32705809.0
788.0,31923349.0
789.0,31592592.0
790.0,31464313.0
791.0,31093341.0
792.0,31588915.0
793.0,32162155.0
794.0,31900927.0
795.0,32079200.0
796.0,32303229.0
797.0,31814607.0
798.0,31963375.0
799.0,31953476.0
800.0,32236915.0
801.0,31905215.0
802.0,31886361.0
803.0,31731001.0
804.0,31658807.0
805.0,32235152.0
806.0,32528018.0
807.0,32137910.0
808.0,31983192.0
809.0,32148951.0
810.0,31918380.0
811.0,32634096.0
812.0,32419215.0
813.0,32325020.0
814.0,32851392.0
815.0,32775961.0
816.0,31780293.0
817.0,31926285.0
818.0,32001556.0
819.0,31724478.0
820.0,31557948.0
821.0,31834936.0
822.0,31906117.0
823.0,32062790.0
824.0,32614390.0
825.0,32099980.0
826.0,32107573.0
827.0,31650190.0
828.0,32419306.0
829.0,31933810.0
830.0,31764042.0
831.0,31985936.0
832.0,32097946.0
833.0,32088749.0
834.0,31651823.0
835.0,31927358.0
836.0,31488117.0
837.0,31640021.0
838.0,32100361.0
839.0,32507710.0
840.0,31793157.0
841.0,31780253.0
842.0,31809337.0
843.0,32197953.0
844.0,31916388.0
845.0,31958936.0
846.0,31604244.0
847.0,31724068.0
848.0,31576563.0
849.0,31743084.0
850.0,31760496.0
851.0,31607240.0
852.0,31871243.0
853.0,31498627.0
854.0,31502184.0
855.0,32118144.0
856.0,32598020.0
857.0,32238048.0
858.0,32087778.0
859.0,31634893.0
860.0,31665319.0
861.0,31722485.0
862.0,31970789.0
863.0,31976509.0
864.0,31783339.0
865.0,31613131.0
866.0,31932137.0
867.0,31602942.0
868.0,31832722.0
869.0,32150575.0
870.0,32199315.0
871.0,32808814.0
872.0,32465082.0
873.0,32043976.0
874.0,31700995.0
875.0,31495411.0
876.0,31826249.0
877.0,31557558.0
878.0,31711295.0
879.0,32017155.0
880.0,32226917.0
881.0,31778029.0
882.0,31394804.0
883.0,31654048.0
884.0,32125218.0
885.0,32375134.0
886.0,31964748.0
887.0,31894096.0
888.0,32049035.0
889.0,32250732.0
890.0,32079492.0
891.0,31978583.0
892.0,32190670.0
893.0,32327976.0
894.0,31587012.0
895.0,31901079.0
896.0,31997709.0
897.0,32754222.0
898.0,31340513.0
899.0,31787728.0
900.0,31985097.0
901.0,32057652.0
902.0,31827983.0
903.0,32016826.0
904.0,31887314.0
905.0,31668946.0
906.0,32009561.0
907.0,32034890.0
908.0,31577516.0
909.0,31638399.0
910.0,32138532.0
911.0,31927218.0
912.0,31779993.0
913.0,32011215.0
914.0,32074103.0
915.0,31966171.0
916.0,32013679.0
917.0,32109268.0
918.0,32067280.0
919.0,31603233.0
920.0,31926517.0
921.0,32025933.0
922.0,31609715.0
923.0,32312658.0
924.0,32981316.0
925.0,31872846.0
926.0,33145653.0
927.0,32058763.0
928.0,31344441.0
929.0,31774203.0
930.0,32422513.0
931.0,32243008.0
932.0,32022837.0
933.0,32041872.0
934.0,32172577.0
935.0,31940503.0
936.0,32216809.0
937.0,31745099.0
938.0,31703802.0
939.0,31779733.0
940.0,31787488.0
941.0,31837020.0
942.0,32029950.0
943.0,31708101.0
944.0,31630425.0
945.0,32438914.0
946.0,31895009.0
947.0,31441752.0
948.0,31855254.0
949.0,32049497.0
950.0,31644861.0
951.0,31654790.0
952.0,32372259.0
953.0,31617180.0
954.0,32023829.0
955.0,31896060.0
956.0,31740220.0
957.0,32002579.0
958.0,31931697.0
959.0,32724627.0
960.0,32199276.0
961.0,32539852.0
962.0,31836600.0
963.0,32013129.0
964.0,32177416.0
965.0,31963958.0
966.0,32092247.0
967.0,32158251.0
968.0,32208534.0
969.0,32139195.0
970.0,31402789.0
971.0,32042424.0
972.0,31453614.0
973.0,31501374.0
974.0,32561002.0
975.0,32090264.0
976.0,32763891.0
977.0,32522880.0
978.0,32036342.0
979.0,31652486.0
980.0,31537011.0
981.0,31743375.0
982.0,31903595.0
983.0,31755819.0
984.0,31148134.0
985.0,32499296.0
986.0,32520737.0
987.0,32073462.0
988.0,32134566.0
989.0,31807996.0
990.0,32315504.0
991.0,31929103.0
992.0,32037926.0
993.0,31912982.0
994.0,32020493.0
995.0,31978545.0
996.0,31054801.0
997.0,31361773.0
998.0,32062472.0
999.0,32056410.0
1000.0,32256745.0
1001.0,32096876.0
1002.0,31676801.0
1003.0,31812996.0
1004.0,32202002.0
1005.0,32142512.0
1006.0,32164101.0
1007.0,31836279.0
1008.0,31681651.0
1009.0,31462191.0
1010.0,32104530.0
1011.0,32003622.0
1012.0,31958107.0
1013.0,31351555.0
1014.0,31977343.0
1015.0,32945741.0
1016.0,31779795.0
1017.0,31950983.0
1018.0,32459423.0
1019.0,32136660.0
1020.0,32409769.0
1021.0,31920176.0
1022.0,32206451.0
1023.0,32568306.0
1024.0,31697852.0
1025.0,31641226.0
1026.0,31627480.0
1027.0,31981471.0
1028.0,31518757.0
1029.0,31865133.0
1030.0,31662525.0
1031.0,31562729.0
1032.0,31576695.0
1033.0,32434907.0
1034.0,32012960.0
1035.0,32169963.0
1036.0,32102476.0
1037.0,31971302.0
1038.0,32841046.0
1039.0,32427914.0
1040.0,31703042.0
1041.0,31888408.0
1042.0,31832343.0
1043.0,31617191.0
1044.0,31655242.0
1045.0,32293403.0
1046.0,32072592.0
1047.0,31924013.0
1048.0,31487879.0
1049.0,32127313.0
1050.0,32473319.0
1051.0,32329701.0
1052.0,32121472.0
1053.0,31745861.0
1054.0,31721877.0
1055.0,31630456.0
1056.0,31762613.0
1057.0,31503559.0
1058.0,31606260.0
1059.0,32242960.0
1060.0,31659550.0
1061.0,31328773.0
1062.0,32048727.0
1063.0,32380436.0
1064.0,31946556.0
1065.0,31934654.0
1066.0,32273837.0
1067.0,31854765.0
1068.0,32069365.0
1069.0,31551158.0
1070.0,31697782.0
1071.0,32827931.0
1072.0,31766400.0
1073.0,32138124.0
1074.0,32229654.0
1075.0,31861026.0
1076.0,31649952.0
1077.0,31398773.0
1078.0,32737943.0
1079.0,32235876.0
1080.0,31882657.0
1081.0,31866527.0
1082.0,31655703.0
1083.0,31651706.0
1084.0,31697250.0
1085.0,31812677.0
1086.0,31529828.0
1087.0,31876566.0
1088.0,31816513.0
1089.0,31713481.0
1090.0,31438287.0
1091.0,32178990.0
1092.0,31909838.0
1093.0,31553623.0
1094.0,31728871.0
1095.0,31494072.0
1096.0,31482460.0
1097.0,31786517.0
1098.0,31664210.0
1099.0,31921750.0
1100.0,32023360.0
1101.0,31864163.0
1102.0,31590552.0
1103.0,31868510.0
1104.0,32785032.0
1105.0,32497264.0
1106.0,32493838.0
1107.0,32049989.0
1108.0,31904508.0
1109.0,31622090.0
1110.0,31424883.0
1111.0,31811224.0
1112.0,31452634.0
1113.0,31979108.0
1114.0,32187977.0
1115.0,31744590.0
1116.0,31444119.0
1117.0,31453166.0
1118.0,32010877.0
1119.0,32243581.0
1120.0,31891584.0
1121.0,32008061.0
1122.0,32243541.0
1123.0,32137293.0
1124.0,32032337.0
1125.0,32111445.0
1126.0,31495405.0
1127.0,32061591.0
1128.0,32197666.0
1129.0,32259411.0
1130.0,32156459.0
1131.0,31676553.0
1132.0,32052084.0
1133.0,31876436.0
1134.0,31953770.0
1135.0,31736845.0
1136.0,32058376.0
1137.0,31995840.0
1138.0,32137684.0
1139.0,31553182.0
1140.0,31087703.0
1141.0,32115072.0
1142.0,32168260.0
1143.0,32013962.0
1144.0,32258789.0
1145.0,31760590.0
1146.0,31491147.0
1147.0,32244995.0
1148.0,32731603.0
1149.0,32157090.0
1150.0,32325605.0
1151.0,31867229.0
1152.0,32016057.0
1153.0,31682775.0
1154.0,31548864.0
1155.0,31752074.0
1156.0,31421487.0
1157.0,32232892.0
1158.0,32395576.0
1159.0,31970853.0
1160.0,32152631.0
1161.0,31290492.0
1162.0,31427418.0
1163.0,31680250.0
1164.0,31417729.0
1165.0,32198287.0
1166.0,32853500.0
1167.0,31571216.0
1168.0,31988735.0
1169.0,31839116.0
1170.0,31430544.0
1171.0,31832664.0
1172.0,31702882.0
1173.0,31976082.0
1174.0,32088602.0
1175.0,32104442.0
1176.0,31790767.0
1177.0,31956917.0
1178.0,31959973.0
1179.0,31590523.0
1180.0,31631770.0
1181.0,31734292.0
1182.0,32181916.0
1183.0,31531172.0
1184.0,31729443.0
1185.0,32380117.0
1186.0,32205821.0
1187.0,31947199.0
1188.0,31967206.0
1189.0,31630067.0
1190.0,32310627.0
1191.0,31879923.0
1192.0,31926330.0
1193.0,31672396.0
1194.0,31532594.0
1195.0,31738519.0
1196.0,31427488.0
1197.0,31752736.0
1198.0,32503427.0
1199.0,32345662.0
1200.0,32063145.0
1201.0,32013883.0
1202.0,32009374.0
1203.0,32103120.0
1204.0,32346955.0
1205.0,32200742.0
1206.0,32142403.0
1207.0,32092600.0
1208.0,32263289.0
1209.0,32110214.0
1210.0,32182759.0
1211.0,32099293.0
1212.0,32212435.0
1213.0,32070108.0
1214.0,31540270.0
1215.0,32441281.0
1216.0,32868089.0
1217.0,32172369.0
1218.0,32091158.0
1219.0,32466288.0
1220.0,32069437.0
1221.0,31371814.0
1222.0,31870556.0
1223.0,31450181.0
1224.0,31550058.0
1225.0,31155931.0
1226.0,31491739.0
1227.0,31636999.0
1228.0,32004206.0
1229.0,31839228.0
1230.0,32139488.0
1231.0,31571708.0
1232.0,32454295.0
1233.0,32064387.0
1234.0,32309105.0
1235.0,32236979.0
1236.0,32261666.0
1237.0,32000078.0
1238.0,32128136.0
1239.0,32101318.0
1240.0,32134969.0
1241.0,31546281.0
1242.0,31935538.0
1243.0,31461132.0
1244.0,32104724.0
1245.0,32013172.0
1246.0,31870687.0
1247.0,32756110.0
1248.0,32432726.0
1249.0,32072273.0
1250.0,31873722.0
1251.0,31832745.0
1252.0,32006449.0
1253.0,32048368.0
1254.0,32140651.0
1255.0,32126945.0
1256.0,31721678.0
1257.0,31349604.0
1258.0,31524240.0
1259.0,31933945.0
1260.0,32277938.0
1261.0,32085386.0
1262.0,32033741.0
1263.0,32013634.0
1264.0,31583079.0
1265.0,31986914.0
1266.0,32065360.0
1267.0,31185898.0
1268.0,31438971.0
1269.0,31661176.0
1270.0,31524901.0
1271.0,31318726.0
1272.0,31923976.0
1273.0,32290300.0
1274.0,32241098.0
1275.0,32039142.0
1276.0,31934366.0
1277.0,32304867.0
1278.0,32351104.0
1279.0,32128838.0
1280.0,32270803.0
1281.0,31900102.0
1282.0,32004326.0
1283.0,31921512.0
1284.0,32144728.0
1285.0,32183561.0
1286.0,32252039.0
1287.0,32115374.0
1288.0,32127436.0
1289.0,32180896.0
1290.0,32284029.0
1291.0,32384556.0
1292.0,32090738.0
1293.0,31942270.0
1294.0,31386683.0
1295.0,31946779.0
1296.0,32245967.0
1297.0,31554757.0
1298.0,31377737.0
1299.0,31630438.0
1300.0,32120914.0
1301.0,31554277.0
1302.0,31656778.0
1303.0,31333484.0
1304.0,31499535.0
1305.0,32448506.0
1306.0,31449230.0
1307.0,32311350.0
1308.0,32261687.0
1309.0,32115053.0
1310.0,31660976.0
1311.0,31676816.0
1312.0,31621352.0
1313.0,31411941.0
1314.0,31677938.0
1315.0,31865748.0
1316.0,31916774.0
1317.0,32016019.0
1318.0,32510521.0
1319.0,31684209.0
1320.0,32217184.0
1321.0,32039763.0
1322.0,32029784.0
1323.0,32327521.0
1324.0,32072664.0
1325.0,32110876.0
1326.0,31542925.0
1327.0,31301614.0
1328.0,31308337.0
1329.0,32082342.0
1330.0,31928255.0
1331.0,32093744.0
1332.0,32432336.0
1333.0,32317081.0
1334.0,31672728.0
1335.0,32728669.0
1336.0,32045574.0
1337.0,32299769.0
1338.0,32843363.0
1339.0,32449538.0
1340.0,32076191.0
1341.0,32062225.0
1342.0,32394375.0
1343.0,31933906.0
1344.0,32105185.0
1345.0,32159908.0
1346.0,32133107.0
1347.0,31435364.0
1348.0,31503963.0
1349.0,31920160.0
1350.0,31974210.0
1351.0,31805205.0
1352.0,31614449.0
1353.0,31871779.0
1354.0,32034764.0
1355.0,32049622.0
1356.0,31682186.0
1357.0,31658532.0
1358.0,31516146.0
1359.0,31775039.0
1360.0,31629136.0
